Name,Connection Type,App,Platform,Country,Date,Impressions,Ad Revenue,CPM
connection 1236,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Germany,2020-05-03,947,18,20
connection 1237,Mock Connection - vungle.com,Snake,Firefox OS,Denmark,2020-05-03,7652,17,2
connection 1238,Mock Connection - vungle.com,Pong,iOS,Denmark,2020-05-03,3054,8,2
connection 1239,Mock Connection - mopub.com,Snake,Android,Canada,2020-05-03,169,2,17
connection 1240,Mock Connection - flurry.com,Pong,Firefox OS,United States,2020-05-03,4882,18,3
connection 1241,Mock Connection - flurry.com,Tetris,Firefox OS,Japan,2020-05-03,1919,19,9
connection 1242,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Japan,2020-05-03,319,0,0
connection 1243,Mock Connection - facebook.com,Tetris,Android,Canada,2020-05-03,2336,20,8
connection 1244,Mock Connection - vungle.com,Snake,iOS,Japan,2020-05-03,8144,22,2
connection 1245,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Canada,2020-05-03,130,4,32
connection 1246,Mock Connection - vungle.com,Snake,Monte iOS,Japan,2020-05-03,2072,3,1
connection 1247,Mock Connection - chartboost.com,Judy Tetris,Android,Denmark,2020-05-03,767,9,11
connection 1248,Mock Connection - chartboost.com,Tetris,Android,United States,2020-05-03,482,6,13
connection 1249,Mock Connection - vungle.com,Snake,Monte iOS,Denmark,2020-05-03,2224,30,13
connection 1250,Mock Connection - inmobi.com,Randy,Firefox OS,Japan,2020-05-03,1564,7,4
connection 1251,Mock Connection - inmobi.com,Pong,Android,Brazil,2020-05-03,4477,17,3
connection 1252,Mock Connection - facebook.com,Tetris,Android,Japan,2020-05-03,3634,15,4
connection 1253,Mock Connection - applovin.com,Tetris,Android,Japan,2020-05-03,1731,0,0
connection 1254,Mock Connection - facebook.com,Pong,iOS,Denmark,2020-05-03,3415,9,2
connection 1255,Mock Connection - adcolony.com,2.0,Android,United States,2020-05-03,1760,0,0
connection 1256,Mock Connection - chartboost.com,Pong,Android,Denmark,2020-05-03,3568,34,9
connection 1257,Mock Connection - inmobi.com,Snake,Android,Denmark,2020-05-03,5584,35,6
connection 1258,Mock Connection - inmobi.com,Snake,iOS,Japan,2020-05-03,4231,36,8
connection 1259,Mock Connection - chartboost.com,Snake,Firefox OS,Canada,2020-05-03,4429,26,5
connection 1260,Mock Connection - adcolony.com,Pong,Luciano iOS,United States,2020-05-03,1974,14,7
connection 1261,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Japan,2020-05-03,1256,2,2
connection 1262,Mock Connection - applovin.com,Pong,Android,United States,2020-05-03,876,28,32
connection 1263,Mock Connection - flurry.com,Pong,iOS,Japan,2020-05-03,1837,13,7
connection 1264,Mock Connection - inmobi.com,Tetris,iOS,Japan,2020-05-03,3164,2,0
connection 1265,Mock Connection - facebook.com,Snake,iOS,Japan,2020-05-03,4940,26,5
connection 1266,Mock Connection - facebook.com,Snake,iOS,Canada,2020-05-03,504,8,17
connection 1267,Mock Connection - adcolony.com,Tetris,Firefox OS,Germany,2020-05-03,215,0,0
connection 1268,Mock Connection - facebook.com,Michael Tetris,Android,Canada,2020-05-03,1579,1,1
connection 1269,Mock Connection - applovin.com,Snake,Firefox OS,United States,2020-05-03,811,18,23
connection 1270,Mock Connection - mopub.com,Pong,Firefox OS,United States,2020-05-03,901,2,2
connection 1271,Mock Connection - facebook.com,Michael Tetris,Michael iOS,Japan,2020-05-03,1880,32,17
connection 1272,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Canada,2020-05-03,833,2,3
connection 1273,Mock Connection - inmobi.com,Randy,Firefox OS,Canada,2020-05-03,367,3,9
connection 1274,Mock Connection - inmobi.com,Tetris,Firefox OS,United States,2020-05-03,3540,22,6
connection 1275,Mock Connection - adcolony.com,2.0,Firefox OS,Canada,2020-05-03,904,7,8
connection 1276,Mock Connection - chartboost.com,Pong,Android,Germany,2020-05-03,526,11,22
connection 1277,Mock Connection - inmobi.com,Tetris,Android,United States,2020-05-03,1397,7,5
connection 1278,Mock Connection - adcolony.com,Pong,Luciano iOS,Denmark,2020-05-03,6256,13,2
connection 1279,Mock Connection - vungle.com,Tetris,Android,Brazil,2020-05-03,353,1,3
connection 1280,Mock Connection - flurry.com,Tetris,Android,Canada,2020-05-03,1945,30,15
connection 1281,Mock Connection - chartboost.com,Snake,Firefox OS,Germany,2020-05-03,681,4,6
connection 1282,Mock Connection - chartboost.com,Tetris,Android,Germany,2020-05-03,1555,12,8
connection 1283,Mock Connection - applovin.com,Tetris,Firefox OS,United States,2020-05-03,2596,7,2
connection 1284,Mock Connection - vungle.com,Snake,iOS,Germany,2020-05-03,705,0,1
connection 1285,Mock Connection - applovin.com,Tetris,iOS,Denmark,2020-05-03,3384,17,5
connection 1286,Mock Connection - chartboost.com,Pong,Firefox OS,Brazil,2020-05-03,1487,0,0
connection 1287,Mock Connection - adcolony.com,Pong,Android,Denmark,2020-05-03,600,5,9
connection 1288,Mock Connection - chartboost.com,Snake,Android,Japan,2020-05-03,447,0,1
connection 1289,Mock Connection - facebook.com,Tetris,Firefox OS,Germany,2020-05-03,2425,10,4
connection 1290,Mock Connection - applovin.com,Pong,Android,Denmark,2020-05-03,4191,7,1
connection 1291,Mock Connection - adcolony.com,Luciano Tetris,Android,Germany,2020-05-03,556,9,17
connection 1292,Mock Connection - adcolony.com,Pong,Luciano iOS,Canada,2020-05-03,243,7,31
connection 1293,Mock Connection - facebook.com,Snake,Android,Denmark,2020-05-03,2508,5,2
connection 1294,Mock Connection - adcolony.com,Tetris,iOS,Brazil,2020-05-03,621,0,1
connection 1295,Mock Connection - flurry.com,Pong,Android,Brazil,2020-05-03,286,0,0
connection 1296,Mock Connection - vungle.com,Pong,iOS,Brazil,2020-05-03,1772,5,3
connection 1297,Mock Connection - adcolony.com,Snake,Firefox OS,Brazil,2020-05-03,344,0,2
connection 1298,Mock Connection - applovin.com,Tetris,Firefox OS,Canada,2020-05-03,2773,6,2
connection 1299,Mock Connection - vungle.com,Pong,Monte iOS,Germany,2020-05-03,2639,8,3
connection 1300,Mock Connection - vungle.com,Pong,Android,Brazil,2020-05-03,3674,22,6
connection 1301,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Japan,2020-05-03,635,1,2
connection 1302,Mock Connection - flurry.com,Pong,iOS,United States,2020-05-03,701,3,5
connection 1303,Mock Connection - applovin.com,Tetris,Firefox OS,Germany,2020-05-03,640,2,3
connection 1304,Mock Connection - chartboost.com,Pong,Android,Brazil,2020-05-03,1118,10,9
connection 1305,Mock Connection - vungle.com,Monte Tetris,Firefox OS,United States,2020-05-03,632,16,26
connection 1306,Mock Connection - adcolony.com,2.0,Luciano iOS,Denmark,2020-05-03,1044,3,3
connection 1307,Mock Connection - vungle.com,Pong,Firefox OS,Brazil,2020-05-03,2208,12,5
connection 1308,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,United States,2020-05-03,455,4,10
connection 1309,Mock Connection - applovin.com,Tetris,iOS,Japan,2020-05-03,2162,9,4
connection 1310,Mock Connection - mopub.com,Masako Tetris,Masako iOS,Denmark,2020-05-03,593,15,26
connection 1311,Mock Connection - vungle.com,Snake,Monte iOS,Canada,2020-05-03,1837,1,0
connection 1312,Mock Connection - facebook.com,Pong,Firefox OS,Japan,2020-05-03,100,1,12
connection 1313,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Brazil,2020-05-03,315,2,7
connection 1314,Mock Connection - mopub.com,Pong,Firefox OS,Canada,2020-05-03,1563,7,4
connection 1315,Mock Connection - adcolony.com,Luciano Tetris,Android,United States,2020-05-03,929,4,5
connection 1316,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Brazil,2020-05-03,1077,4,3
connection 1317,Mock Connection - flurry.com,Pong,Firefox OS,Japan,2020-05-03,4017,19,4
connection 1318,Mock Connection - inmobi.com,Tetris,Firefox OS,Brazil,2020-05-03,2108,10,4
connection 1319,Mock Connection - flurry.com,Tetris,Others,Denmark,2020-05-03,925,13,14
connection 1320,Mock Connection - chartboost.com,Tetris,Firefox OS,Japan,2020-05-03,2698,3,1
connection 1321,Mock Connection - applovin.com,Tetris,iOS,Canada,2020-05-03,1462,5,3
connection 1322,Mock Connection - vungle.com,Snake,Firefox OS,Germany,2020-05-03,8038,27,3
connection 1323,Mock Connection - chartboost.com,Pong,Firefox OS,Japan,2020-05-03,2341,7,3
connection 1324,Mock Connection - mopub.com,Tetris,Firefox OS,Brazil,2020-05-03,223,0,2
connection 1325,Mock Connection - inmobi.com,Snake,Android,Canada,2020-05-03,10472,47,4
connection 1326,Mock Connection - adcolony.com,Pong,Firefox OS,Germany,2020-05-03,2420,1,0
connection 1327,Mock Connection - chartboost.com,Tetris,Android,Canada,2020-05-03,218,3,17
connection 1328,Mock Connection - inmobi.com,Snake,Firefox OS,Japan,2020-05-03,5209,28,5
connection 1329,Mock Connection - inmobi.com,Pong,Android,United States,2020-05-03,6252,46,7
connection 1330,Mock Connection - mopub.com,Tetris,Android,Brazil,2020-05-03,3224,19,5
connection 1331,Mock Connection - inmobi.com,Pong,iOS,United States,2020-05-03,3134,27,8
connection 1332,Mock Connection - mopub.com,Snake,Android,United States,2020-05-03,2174,27,12
connection 1333,Mock Connection - flurry.com,Snake,Firefox OS,United States,2020-05-03,4363,11,2
connection 1334,Mock Connection - inmobi.com,Tetris,iOS,Brazil,2020-05-03,2988,21,7
connection 1335,Mock Connection - flurry.com,Tetris,Firefox OS,Brazil,2020-05-03,2984,13,4
connection 1336,Mock Connection - chartboost.com,Tetris,iOS,Japan,2020-05-03,2931,7,2
connection 1337,Mock Connection - adcolony.com,Snake,iOS,Denmark,2020-05-03,568,4,7
connection 1338,Mock Connection - facebook.com,Tetris,Firefox OS,United States,2020-05-03,2094,10,4
connection 1339,Mock Connection - chartboost.com,Pong,Android,United States,2020-05-03,1433,3,2
connection 1340,Mock Connection - vungle.com,Tetris,Firefox OS,Canada,2020-05-03,1143,19,16
connection 1341,Mock Connection - adcolony.com,2.0,Android,Denmark,2020-05-03,358,0,0
connection 1342,Mock Connection - facebook.com,Tetris,Firefox OS,Denmark,2020-05-03,62,6,112
connection 1343,Mock Connection - flurry.com,Tetris,Android,United States,2020-05-03,2211,27,12
connection 1344,Mock Connection - chartboost.com,Snake,Android,Denmark,2020-05-03,4368,11,2
connection 1345,Mock Connection - adcolony.com,Pong,Luciano iOS,Germany,2020-05-03,238,9,38
connection 1346,Mock Connection - applovin.com,Tetris,Android,Brazil,2020-05-03,524,0,1
connection 1347,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Canada,2020-05-03,1756,16,9
connection 1348,Mock Connection - facebook.com,Tetris,iOS,Germany,2020-05-03,930,13,14
connection 1349,Mock Connection - vungle.com,Snake,Android,Japan,2020-05-03,8704,41,4
connection 1350,Mock Connection - facebook.com,Pong,iOS,United States,2020-05-03,1053,7,6
connection 1351,Mock Connection - vungle.com,Snake,iOS,Canada,2020-05-03,1731,4,2
connection 1352,Mock Connection - inmobi.com,Snake,iOS,Denmark,2020-05-03,5597,14,2
connection 1353,Mock Connection - inmobi.com,Snake,Firefox OS,Brazil,2020-05-03,4208,42,10
connection 1354,Mock Connection - flurry.com,Pong,Firefox OS,Denmark,2020-05-03,3787,18,4
connection 1355,Mock Connection - chartboost.com,Tetris,Android,Brazil,2020-05-03,695,3,5
connection 1356,Mock Connection - chartboost.com,Pong,Firefox OS,Germany,2020-05-03,3583,43,12
connection 1357,Mock Connection - inmobi.com,Pong,iOS,Brazil,2020-05-03,1160,5,4
connection 1358,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Germany,2020-05-03,2065,7,3
connection 1359,Mock Connection - adcolony.com,Pong,Firefox OS,Canada,2020-05-03,2551,4,1
connection 1360,Mock Connection - adcolony.com,Luciano Tetris,Android,Japan,2020-05-03,151,3,26
connection 1361,Mock Connection - mopub.com,Snake,Firefox OS,Japan,2020-05-03,1922,13,6
connection 1362,Mock Connection - inmobi.com,Snake,Firefox OS,Germany,2020-05-03,6657,16,2
connection 1363,Mock Connection - applovin.com,Pong,Android,Canada,2020-05-03,1162,9,7
connection 1364,Mock Connection - flurry.com,Snake,iOS,Germany,2020-05-03,3601,16,4
connection 1365,Mock Connection - mopub.com,Snake,Firefox OS,Denmark,2020-05-03,3410,22,6
connection 1366,Mock Connection - mopub.com,Tetris,iOS,Japan,2020-05-03,1393,4,2
connection 1367,Mock Connection - applovin.com,Snake,Firefox OS,Denmark,2020-05-03,1039,8,7
connection 1368,Mock Connection - inmobi.com,Pong,Android,Japan,2020-05-03,2310,30,13
connection 1369,Mock Connection - applovin.com,Snake,Firefox OS,Germany,2020-05-03,1180,11,9
connection 1370,Mock Connection - adcolony.com,Tetris,Android,Germany,2020-05-03,47,0,2
connection 1371,Mock Connection - facebook.com,Michael Tetris,Android,Japan,2020-05-03,6326,26,4
connection 1372,Mock Connection - inmobi.com,Pong,Firefox OS,Denmark,2020-05-03,6199,23,3
connection 1373,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Canada,2020-05-03,736,5,8
connection 1374,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Denmark,2020-05-03,1711,1,0
connection 1375,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Japan,2020-05-03,1184,3,2
connection 1376,Mock Connection - flurry.com,Pong,iOS,Denmark,2020-05-03,4184,21,5
connection 1377,Mock Connection - applovin.com,Snake,iOS,Brazil,2020-05-03,84,1,22
connection 1378,Mock Connection - chartboost.com,Pong,iOS,United States,2020-05-03,2869,13,4
connection 1379,Mock Connection - flurry.com,Pong,iOS,Canada,2020-05-03,3918,9,2
connection 1380,Mock Connection - inmobi.com,Randy,GP,Denmark,2020-05-03,771,13,17
connection 1381,Mock Connection - applovin.com,Snake,iOS,Japan,2020-05-03,3555,12,3
connection 1382,Mock Connection - inmobi.com,Tetris,Firefox OS,Japan,2020-05-03,3773,26,7
connection 1383,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Brazil,2020-05-03,126,4,34
connection 1384,Mock Connection - vungle.com,Pong,Firefox OS,United States,2020-05-03,251,2,9
connection 1385,Mock Connection - facebook.com,Pong,Firefox OS,Brazil,2020-05-03,302,2,8
connection 1386,Mock Connection - chartboost.com,Snake,Firefox OS,Denmark,2020-05-03,5161,16,3
connection 1387,Mock Connection - adcolony.com,Pong,Firefox OS,Japan,2020-05-03,2171,0,0
connection 1388,Mock Connection - inmobi.com,Snake,Firefox OS,Denmark,2020-05-03,3927,36,9
connection 1389,Mock Connection - mopub.com,Snake,Android,Germany,2020-05-03,151,0,6
connection 1390,Mock Connection - adcolony.com,Pong,Android,Germany,2020-05-03,6288,28,4
connection 1391,Mock Connection - facebook.com,Tetris,iOS,United States,2020-05-03,2853,23,8
connection 1392,Mock Connection - chartboost.com,Tetris,iOS,Canada,2020-05-03,1740,9,5
connection 1393,Mock Connection - inmobi.com,Randy,Android,United States,2020-05-03,686,4,6
connection 1394,Mock Connection - flurry.com,Snake,Firefox OS,Denmark,2020-05-03,2862,15,5
connection 1395,Mock Connection - inmobi.com,Randy,Android,Brazil,2020-05-03,2213,4,2
connection 1396,Mock Connection - mopub.com,Pong,iOS,Canada,2020-05-03,3797,17,4
connection 1397,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Brazil,2020-05-03,673,14,21
connection 1398,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Denmark,2020-05-03,884,12,13
connection 1399,Mock Connection - inmobi.com,Pong,Firefox OS,Brazil,2020-05-03,2580,22,8
connection 1400,Mock Connection - chartboost.com,Snake,Firefox OS,Japan,2020-05-03,4498,21,4
connection 1401,Mock Connection - vungle.com,Snake,Firefox OS,Japan,2020-05-03,727,11,15
connection 1402,Mock Connection - applovin.com,Tetris,Android,Germany,2020-05-03,54,2,45
connection 1403,Mock Connection - adcolony.com,2.0,Android,Germany,2020-05-03,1783,0,0
connection 1404,Mock Connection - chartboost.com,Tetris,iOS,Germany,2020-05-03,2473,13,5
connection 1405,Mock Connection - flurry.com,Tetris,iOS,Japan,2020-05-03,3807,11,3
connection 1406,Mock Connection - facebook.com,Michael Tetris,Michael iOS,Denmark,2020-05-03,1513,13,8
connection 1407,Mock Connection - applovin.com,Tetris,Firefox OS,Brazil,2020-05-03,924,1,2
connection 1408,Mock Connection - mopub.com,Tetris,Firefox OS,Canada,2020-05-03,274,0,1
connection 1409,Mock Connection - adcolony.com,2.0,Firefox OS,Brazil,2020-05-03,955,4,4
connection 1410,Mock Connection - vungle.com,Monte Tetris,Android,Japan,2020-05-03,3305,8,2
connection 1411,Mock Connection - applovin.com,Tetris,Android,United States,2020-05-03,68,7,113
connection 1412,Mock Connection - facebook.com,Michael Tetris,Firefox OS,United States,2020-05-03,1415,5,4
connection 1413,Mock Connection - facebook.com,Snake,Android,United States,2020-05-03,1922,2,1
connection 1414,Mock Connection - chartboost.com,Snake,iOS,Canada,2020-05-03,2570,7,3
connection 1415,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Brazil,2020-05-03,806,4,5
connection 1416,Mock Connection - facebook.com,Pong,Firefox OS,Canada,2020-05-03,925,3,4
connection 1417,Mock Connection - mopub.com,Pong,Android,Brazil,2020-05-03,1610,2,1
connection 1418,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Canada,2020-05-03,296,5,20
connection 1419,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Denmark,2020-05-03,2796,6,2
connection 1420,Mock Connection - applovin.com,Tetris,iOS,Brazil,2020-05-03,1256,3,2
connection 1421,Mock Connection - inmobi.com,Snake,Firefox OS,Canada,2020-05-03,5568,20,3
connection 1422,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Denmark,2020-05-03,771,5,6
connection 1423,Mock Connection - mopub.com,Snake,iOS,Brazil,2020-05-03,2110,14,6
connection 1424,Mock Connection - adcolony.com,Luciano Tetris,Android,Brazil,2020-05-03,384,1,4
connection 1425,Mock Connection - vungle.com,Snake,Firefox OS,Brazil,2020-05-03,3498,24,6
connection 1426,Mock Connection - mopub.com,Tetris,iOS,Germany,2020-05-03,3736,12,3
connection 1427,Mock Connection - adcolony.com,2.0,Luciano iOS,United States,2020-05-03,2696,18,6
connection 1428,Mock Connection - adcolony.com,2.0,Android,Canada,2020-05-03,2363,8,3
connection 1429,Mock Connection - facebook.com,Pong,Android,Brazil,2020-05-03,523,1,3
connection 1430,Mock Connection - inmobi.com,Pong,Firefox OS,Canada,2020-05-03,4208,7,1
connection 1431,Mock Connection - mopub.com,Snake,Firefox OS,Canada,2020-05-03,2738,26,9
connection 1432,Mock Connection - mopub.com,Tetris,iOS,United States,2020-05-03,543,1,1
connection 1433,Mock Connection - facebook.com,Tetris,Android,Germany,2020-05-03,230,1,5
connection 1434,Mock Connection - facebook.com,Pong,iOS,Germany,2020-05-03,3855,32,8
connection 1435,Mock Connection - mopub.com,Pong,Firefox OS,Germany,2020-05-03,2429,7,2
connection 1436,Mock Connection - vungle.com,Snake,Monte iOS,Brazil,2020-05-03,1959,9,4
connection 1437,Mock Connection - facebook.com,Tetris,Firefox OS,Canada,2020-05-03,679,5,8
connection 1438,Mock Connection - inmobi.com,Tetris,Android,Denmark,2020-05-03,2056,23,11
connection 1439,Mock Connection - adcolony.com,Tetris,Firefox OS,Canada,2020-05-03,135,3,24
connection 1440,Mock Connection - vungle.com,Pong,Firefox OS,Denmark,2020-05-03,2537,7,2
connection 1441,Mock Connection - applovin.com,Pong,iOS,Japan,2020-05-03,1050,1,1
connection 1442,Mock Connection - applovin.com,Pong,Firefox OS,Brazil,2020-05-03,1340,1,0
connection 1443,Mock Connection - inmobi.com,Randy,Android,Canada,2020-05-03,707,6,9
connection 1444,Mock Connection - inmobi.com,Pong,Android,Canada,2020-05-03,4887,11,2
connection 1445,Mock Connection - inmobi.com,Pong,Firefox OS,Japan,2020-05-03,3930,15,3
connection 1446,Mock Connection - facebook.com,Michael Tetris,Michael iOS,United States,2020-05-03,611,4,6
connection 1447,Mock Connection - chartboost.com,Pong,Firefox OS,Canada,2020-05-03,1839,23,12
connection 1448,Mock Connection - vungle.com,Monte Tetris,Android,Germany,2020-05-03,248,5,22
connection 1449,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Brazil,2020-05-03,580,0,1
connection 1450,Mock Connection - vungle.com,Pong,iOS,Germany,2020-05-03,1293,9,7
connection 1451,Mock Connection - mopub.com,Snake,iOS,Germany,2020-05-03,1215,10,8
connection 1452,Mock Connection - vungle.com,Pong,Firefox OS,Canada,2020-05-03,10397,42,4
connection 1453,Mock Connection - vungle.com,Tetris,Firefox OS,Brazil,2020-05-03,735,1,2
connection 1454,Mock Connection - applovin.com,Snake,Android,Japan,2020-05-03,1267,16,12
connection 1455,Mock Connection - adcolony.com,2.0,Firefox OS,Japan,2020-05-03,1148,33,29
connection 1456,Mock Connection - inmobi.com,Snake,iOS,United States,2020-05-03,6627,46,7
connection 1457,Mock Connection - adcolony.com,Pong,Android,United States,2020-05-03,177,5,32
connection 1458,Mock Connection - flurry.com,Pong,Android,Canada,2020-05-03,5225,55,10
connection 1459,Mock Connection - inmobi.com,Snake,Android,Japan,2020-05-03,1656,45,27
connection 1460,Mock Connection - inmobi.com,Tetris,Android,Japan,2020-05-03,1392,7,5
connection 1461,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Canada,2020-05-03,1748,9,5
connection 1462,Mock Connection - applovin.com,Pong,Android,Japan,2020-05-03,301,1,3
connection 1463,Mock Connection - vungle.com,Pong,Android,Japan,2020-05-03,1747,13,7
connection 1464,Mock Connection - chartboost.com,Pong,iOS,Brazil,2020-05-03,1561,23,14
connection 1465,Mock Connection - vungle.com,Tetris,iOS,Denmark,2020-05-03,4421,6,1
connection 1466,Mock Connection - applovin.com,Pong,Android,Germany,2020-05-03,1320,1,1
connection 1467,Mock Connection - mopub.com,Pong,Android,Japan,2020-05-03,2497,10,4
connection 1468,Mock Connection - applovin.com,Pong,Firefox OS,Germany,2020-05-03,3492,2,0
connection 1469,Mock Connection - mopub.com,Snake,iOS,Canada,2020-05-03,254,0,0
connection 1470,Mock Connection - vungle.com,Pong,Monte iOS,Japan,2020-05-03,2837,14,4
connection 1471,Mock Connection - applovin.com,Tetris,iOS,Germany,2020-05-03,343,3,10
connection 1472,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Japan,2020-05-03,72,2,38
connection 1473,Mock Connection - facebook.com,Snake,iOS,United States,2020-05-03,2063,17,8
connection 1474,Mock Connection - mopub.com,Masako Tetris,Masako iOS,Brazil,2020-05-03,479,2,5
connection 1475,Mock Connection - applovin.com,Pong,Firefox OS,Canada,2020-05-03,1311,9,6
connection 1476,Mock Connection - vungle.com,Snake,Android,Germany,2020-05-03,6242,54,8
connection 1477,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Germany,2020-05-03,181,2,13
connection 1478,Mock Connection - facebook.com,Pong,Android,United States,2020-05-03,696,0,1
connection 1479,Mock Connection - vungle.com,Snake,Android,Canada,2020-05-03,6935,24,3
connection 1480,Mock Connection - chartboost.com,Pong,iOS,Denmark,2020-05-03,2203,18,8
connection 1481,Mock Connection - vungle.com,Pong,Monte iOS,United States,2020-05-03,1124,1,1
connection 1482,Mock Connection - inmobi.com,Pong,iOS,Japan,2020-05-03,7367,43,5
connection 1483,Mock Connection - flurry.com,Tetris,iOS,United States,2020-05-03,2293,14,6
connection 1484,Mock Connection - mopub.com,Masako Tetris,Masako iOS,Japan,2020-05-03,940,7,7
connection 1485,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Denmark,2020-05-03,251,0,2
connection 1486,Mock Connection - inmobi.com,Tetris,Android,Canada,2020-05-03,2306,19,8
connection 1487,Mock Connection - vungle.com,Snake,iOS,Brazil,2020-05-03,2043,3,1
connection 1488,Mock Connection - mopub.com,Snake,Android,Japan,2020-05-03,411,0,0
connection 1489,Mock Connection - flurry.com,Snake,Android,Germany,2020-05-03,2413,5,2
connection 1490,Mock Connection - chartboost.com,Tetris,Firefox OS,United States,2020-05-03,1315,1,1
connection 1491,Mock Connection - inmobi.com,Pong,Android,Denmark,2020-05-03,5562,30,5
connection 1492,Mock Connection - facebook.com,Michael Tetris,Michael iOS,Canada,2020-05-03,1017,1,1
connection 1493,Mock Connection - chartboost.com,Tetris,Android,Denmark,2020-05-03,2790,10,3
connection 1494,Mock Connection - adcolony.com,Tetris,Android,Denmark,2020-05-03,424,1,2
connection 1495,Mock Connection - vungle.com,Tetris,Firefox OS,Japan,2020-05-03,392,3,7
connection 1496,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Canada,2020-05-03,501,1,3
connection 1497,Mock Connection - vungle.com,Pong,Android,Denmark,2020-05-03,2036,2,1
connection 1498,Mock Connection - vungle.com,Monte Tetris,Android,Canada,2020-05-03,4389,19,4
connection 1499,Mock Connection - vungle.com,Tetris,iOS,United States,2020-05-03,660,7,11
connection 1500,Mock Connection - adcolony.com,Snake,Android,Japan,2020-05-03,1227,5,4
connection 1501,Mock Connection - flurry.com,Snake,Firefox OS,Canada,2020-05-03,2651,5,2
connection 1502,Mock Connection - mopub.com,Snake,Firefox OS,Germany,2020-05-04,1068,3,3
connection 1503,Mock Connection - facebook.com,Snake,iOS,United States,2020-05-04,1894,4,2
connection 1504,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Japan,2020-05-04,1325,3,2
connection 1505,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Brazil,2020-05-04,1850,11,6
connection 1506,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Japan,2020-05-04,635,14,23
connection 1507,Mock Connection - applovin.com,Pong,iOS,Denmark,2020-05-04,2880,19,6
connection 1508,Mock Connection - vungle.com,Snake,iOS,Denmark,2020-05-04,1693,11,6
connection 1509,Mock Connection - adcolony.com,Snake,Firefox OS,Canada,2020-05-04,1243,3,2
connection 1510,Mock Connection - applovin.com,Snake,Firefox OS,Germany,2020-05-04,1663,2,1
connection 1511,Mock Connection - inmobi.com,Snake,Android,Denmark,2020-05-04,4491,63,14
connection 1512,Mock Connection - applovin.com,Tetris,Firefox OS,Japan,2020-05-04,1999,7,3
connection 1513,Mock Connection - flurry.com,Pong,iOS,Canada,2020-05-04,4718,23,4
connection 1514,Mock Connection - flurry.com,Snake,iOS,Germany,2020-05-04,2124,19,9
connection 1515,Mock Connection - applovin.com,Snake,iOS,Germany,2020-05-04,815,16,20
connection 1516,Mock Connection - facebook.com,Tetris,Android,United States,2020-05-04,1111,2,2
connection 1517,Mock Connection - adcolony.com,Snake,Android,Canada,2020-05-04,1695,6,3
connection 1518,Mock Connection - adcolony.com,2.0,Luciano iOS,Germany,2020-05-04,983,2,3
connection 1519,Mock Connection - facebook.com,Snake,Android,Germany,2020-05-04,1518,8,5
connection 1520,Mock Connection - applovin.com,Snake,Android,Canada,2020-05-04,2830,2,0
connection 1521,Mock Connection - adcolony.com,Pong,Firefox OS,Japan,2020-05-04,845,2,2
connection 1522,Mock Connection - inmobi.com,Snake,Firefox OS,Japan,2020-05-04,7919,35,4
connection 1523,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Denmark,2020-05-04,1268,10,8
connection 1524,Mock Connection - chartboost.com,Pong,Android,Germany,2020-05-04,2166,9,4
connection 1525,Mock Connection - flurry.com,Pong,Android,Japan,2020-05-04,3690,24,6
connection 1526,Mock Connection - chartboost.com,Judy Tetris,Android,Germany,2020-05-04,1184,5,5
connection 1527,Mock Connection - vungle.com,Tetris,Firefox OS,Denmark,2020-05-04,2563,19,7
connection 1528,Mock Connection - adcolony.com,Pong,Android,Germany,2020-05-04,2148,11,5
connection 1529,Mock Connection - facebook.com,Tetris,Android,Brazil,2020-05-04,1165,8,7
